f_account.nm_name;f_stagehistory.f_duration;f_stagehistory.f_velocity;f_stagehistory.nm_id;f_opportunity.nm_name;f_product.nm_name;f_stage.nm_stagename
Buffalo Exchange;\N;79;1800;Buffalo Exchange > CompuSci;CompuSci;Closed Lost
Buffalo Filter;\N;82;3285;Buffalo Filter > CompuSci;CompuSci;Closed Won
Built NY;\N;49;1802;Built NY > Grammar Plus;Grammar Plus;Closed Lost
Built NY;\N;99;3289;Built NY > CompuSci;CompuSci;Closed Won
Bullhorn;\N;39;3292;Bullhorn > CompuSci;CompuSci;Closed Won
Burstabit Technologies;16;98;238;Burstabit Technologies > CompuSci;CompuSci;Negotiation
Burstabit Technologies;26;24;237;Burstabit Technologies > CompuSci;CompuSci;Discovery
Burstabit Technologies;26;60;236;Burstabit Technologies > CompuSci;CompuSci;Conviction
Burstabit Technologies;\N;53;235;Burstabit Technologies > CompuSci;CompuSci;Closed Won
Burstabit Technologies;\N;79;1805;Burstabit Technologies > WonderKid;WonderKid;Closed Lost
Burwood Group;\N;AMC Entertainment;3297;Burwood Group > CompuSci;CompuSci;Closed Won
Busey Group;11;67;6583;Busey Group > CompuSci;CompuSci;Negotiation
Busey Group;\N;51;3298;Busey Group > CompuSci;CompuSci;Closed Won
BusinessOnLine;\N;111;1807;BusinessOnLine > CompuSci;CompuSci;Closed Lost
C&G Technologies;\N;101;3304;C&G Technologies > CompuSci;CompuSci;Closed Won
C&I Engineering;11;61;6363;C&I Engineering > CompuSci;CompuSci;Conviction
C&I Engineering;14;23;6440;C&I Engineering > CompuSci;CompuSci;Discovery
C&I Engineering;9;33;6585;C&I Engineering > CompuSci;CompuSci;Negotiation
C&I Engineering;\N;49;3305;C&I Engineering > CompuSci;CompuSci;Closed Won
C&I Engineering;\N;92;3306;C&I Engineering > PhoenixSoft;PhoenixSoft;Closed Won
C&S Companies;\N;79;1810;C&S Companies > CompuSci;CompuSci;Closed Lost
Cabildo Holdings;5;85;6586;Cabildo Holdings > WonderKid;WonderKid;Negotiation
Cabildo Holdings;\N;60;3314;Cabildo Holdings > WonderKid;WonderKid;Closed Won
Cabildo Holdings;\N;82;3313;Cabildo Holdings > CompuSci;CompuSci;Closed Won
Cable Manufacturing Business;\N;116;1814;Cable Manufacturing Business > CompuSci;CompuSci;Closed Lost
Cahill Gordon & Reindel;\N;103;3324;Cahill Gordon & Reindel > CompuSci;CompuSci;Closed Won
Cali Bamboo;\N;90;3326;Cali Bamboo > CompuSci;CompuSci;Closed Won
Callis Communications;\N;AMC Entertainment;1827;Callis Communications > CompuSci;CompuSci;Closed Lost
Cameta Camera;\N;61;1830;Cameta Camera > CompuSci;CompuSci;Closed Lost
Candle Warmers Etc.;\N;98;1837;Candle Warmers Etc. > CompuSci;CompuSci;Closed Lost
CandyWarehouse.com;\N;65;1839;CandyWarehouse.com > CompuSci;CompuSci;Closed Lost
Canyon Manufacturing Services;12;85;6587;Canyon Manufacturing Services > CompuSci;CompuSci;Negotiation
Canyon Manufacturing Services;15;37;6717;Canyon Manufacturing Services > CompuSci;CompuSci;Risk Assessment
Canyon Manufacturing Services;\N;106;3335;Canyon Manufacturing Services > CompuSci;CompuSci;Closed Won
Capitol Hill Exxon;\N;70;1845;Capitol Hill Exxon > CompuSci;CompuSci;Closed Lost
Capps Manufacturing;10;31;6791;Capps Manufacturing > CompuSci;CompuSci;Short List
Capps Manufacturing;9;17;6441;Capps Manufacturing > CompuSci;CompuSci;Discovery
Capps Manufacturing;\N;AMC Entertainment;1846;Capps Manufacturing > CompuSci;CompuSci;Closed Lost
Capstone Brokerage;14;21;6443;Capstone Brokerage > CompuSci;CompuSci;Discovery
Capstone Brokerage;9;32;6589;Capstone Brokerage > CompuSci;CompuSci;Negotiation
Capstone Brokerage;\N;77;3339;Capstone Brokerage > CompuSci;CompuSci;Closed Won
Cardinal Resources;12;73;6591;Cardinal Resources > Grammar Plus;Grammar Plus;Negotiation
Cardinal Resources;6;11;6444;Cardinal Resources > Grammar Plus;Grammar Plus;Discovery
Cardinal Resources;\N;110;3347;Cardinal Resources > CompuSci;CompuSci;Closed Won
Cardinal Resources;\N;85;3348;Cardinal Resources > Grammar Plus;Grammar Plus;Closed Won
Caribbean Food Delights;\N;57;1856;Caribbean Food Delights > CompuSci;CompuSci;Closed Lost
Carlson Timber Products;\N;56;3350;Carlson Timber Products > CompuSci;CompuSci;Closed Won
Carousel Industries;\N;85;3352;Carousel Industries > CompuSci;CompuSci;Closed Won
Carrillo Business Technologies;\N;83;1858;Carrillo Business Technologies > CompuSci;CompuSci;Closed Lost
CaseTech;\N;48;3357;CaseTech > CompuSci;CompuSci;Closed Won
Cash Cycle Solutions;\N;60;3358;Cash Cycle Solutions > CompuSci;CompuSci;Closed Won
Castor & Pollux Pet Works;15;31;6592;Castor & Pollux Pet Works > WonderKid;WonderKid;Negotiation
Castor & Pollux Pet Works;7;47;6722;Castor & Pollux Pet Works > WonderKid;WonderKid;Risk Assessment
Castor & Pollux Pet Works;\N;68;3361;Castor & Pollux Pet Works > WonderKid;WonderKid;Closed Won
Castor & Pollux Pet Works;\N;95;3360;Castor & Pollux Pet Works > CompuSci;CompuSci;Closed Won
Catapult Marketing;\N;66;3364;Catapult Marketing > CompuSci;CompuSci;Closed Won
Cayenne Creative Group;\N;110;1868;Cayenne Creative Group > CompuSci;CompuSci;Closed Lost
CBT Nuggets;\N;37;3366;CBT Nuggets > CompuSci;CompuSci;Closed Won
CCS Presentation Systems;\N;AMC Entertainment;1873;CCS Presentation Systems > CompuSci;CompuSci;Closed Lost
CD+M Lighting Design Group;\N;92;1874;CD+M Lighting Design Group > CompuSci;CompuSci;Closed Lost
Celerant Technology;\N;85;3370;Celerant Technology > CompuSci;CompuSci;Closed Won
Cellu Tissue Holdings;\N;123;1878;Cellu Tissue Holdings > CompuSci;CompuSci;Closed Lost
Cenergy International Services;\N;89;3378;Cenergy International Services > CompuSci;CompuSci;Closed Won
Cen-Med Enterprises;\N;70;1881;Cen-Med Enterprises > CompuSci;CompuSci;Closed Lost
Centerpoint Builders;\N;111;1882;Centerpoint Builders > CompuSci;CompuSci;Closed Lost
Centerre Healthcare;26;70;262;Centerre Healthcare > PhoenixSoft;PhoenixSoft;Risk Assessment
Centerre Healthcare;29;48;263;Centerre Healthcare > PhoenixSoft;PhoenixSoft;Short List
Centerre Healthcare;\N;60;3379;Centerre Healthcare > CompuSci;CompuSci;Closed Won
Centiv Services;\N;62;1883;Centiv Services > PhoenixSoft;PhoenixSoft;Closed Lost
Centiv Services;\N;67;3381;Centiv Services > CompuSci;CompuSci;Closed Won
CentraComm Communications;\N;61;1884;CentraComm Communications > CompuSci;CompuSci;Closed Lost
Central Packaging;\N;33;3383;Central Packaging > CompuSci;CompuSci;Closed Won
Centric Consulting;11;25;6447;Centric Consulting > CompuSci;CompuSci;Discovery
Centric Consulting;8;\N;6523;Centric Consulting > CompuSci;CompuSci;Interest
Centric Consulting;\N;79;1888;Centric Consulting > CompuSci;CompuSci;Closed Lost
CenturyNovelty.com;\N;59;1893;CenturyNovelty.com > CompuSci;CompuSci;Closed Lost
Certified Aviation Services;\N;106;3387;Certified Aviation Services > CompuSci;CompuSci;Closed Won
Certified Languages International;\N;102;3388;Certified Languages International > CompuSci;CompuSci;Closed Won
Certified Restoration Drycleaning Network;\N;85;3389;Certified Restoration Drycleaning Network > CompuSci;CompuSci;Closed Won
CETRA Language Solutions;\N;56;3390;CETRA Language Solutions > CompuSci;CompuSci;Closed Won
Chapman Kelly;\N;120;1900;Chapman Kelly > CompuSci;CompuSci;Closed Lost
Charming Charlie;\N;51;3399;Charming Charlie > CompuSci;CompuSci;Closed Won
Charming Charlie;\N;97;1904;Charming Charlie > WonderKid;WonderKid;Closed Lost
Chen and Associates;\N;69;3403;Chen and Associates > CompuSci;CompuSci;Closed Won
Chicago Apartment Finders;5;88;6595;Chicago Apartment Finders > CompuSci;CompuSci;Negotiation
Chicago Apartment Finders;\N;103;3406;Chicago Apartment Finders > CompuSci;CompuSci;Closed Won
Chocolate Maven Bakery & Cafe;\N;42;3413;Chocolate Maven Bakery & Cafe > CompuSci;CompuSci;Closed Won
CHR Solutions;\N;116;1908;CHR Solutions > CompuSci;CompuSci;Closed Lost
Chutes International;\N;AC Lens;3417;Chutes International > CompuSci;CompuSci;Closed Won
Citrin Cooperman;\N;53;3421;Citrin Cooperman > CompuSci;CompuSci;Closed Won
City Wide Maintenance of Colorado;\N;91;3422;City Wide Maintenance of Colorado > CompuSci;CompuSci;Closed Won
CKR Interactive;\N;120;1912;CKR Interactive > CompuSci;CompuSci;Closed Lost
Clarity Resource Group;7;37;6724;Clarity Resource Group > CompuSci;CompuSci;Risk Assessment
Clarity Resource Group;\N;79;3427;Clarity Resource Group > CompuSci;CompuSci;Closed Won
Classified Ventures;\N;48;3430;Classified Ventures > CompuSci;CompuSci;Closed Won
Clean Air Gardening;10;61;6596;Clean Air Gardening > CompuSci;CompuSci;Negotiation
Clean Air Gardening;\N;104;3431;Clean Air Gardening > CompuSci;CompuSci;Closed Won
CleanFish;\N;43;3432;CleanFish > CompuSci;CompuSci;Closed Won
CleanFish;\N;99;3433;CleanFish > Grammar Plus;Grammar Plus;Closed Won
Clear Harbor;\N;103;3434;Clear Harbor > CompuSci;CompuSci;Closed Won
Clear Harbor;\N;98;3435;Clear Harbor > PhoenixSoft;PhoenixSoft;Closed Won
Clearstar.net;14;79;6597;Clearstar.net > CompuSci;CompuSci;Negotiation
Clearstar.net;\N;63;3440;Clearstar.net > CompuSci;CompuSci;Closed Won
Cleveland Medical Devices;\N;64;1923;Cleveland Medical Devices > CompuSci;CompuSci;Closed Lost
ClickAway Computers & Networking;14;25;268;ClickAway Computers & Networking > CompuSci;CompuSci;Discovery
ClickAway Computers & Networking;7;107;269;ClickAway Computers & Networking > CompuSci;CompuSci;Negotiation
Climate Control Mechanical Services;\N;110;3445;Climate Control Mechanical Services > PhoenixSoft;PhoenixSoft;Closed Won
Climate Control Mechanical Services;\N;61;3444;Climate Control Mechanical Services > CompuSci;CompuSci;Closed Won
Climate Pros;\N;57;1925;Climate Pros > WonderKid;WonderKid;Closed Lost
Climate Pros;\N;88;3446;Climate Pros > CompuSci;CompuSci;Closed Won
Clima-Tech;\N;43;3447;Clima-Tech > CompuSci;CompuSci;Closed Won
Clinical Research Management;\N;99;3448;Clinical Research Management > CompuSci;CompuSci;Closed Won
Clinical Resource Network;\N;58;3449;Clinical Resource Network > CompuSci;CompuSci;Closed Won
Clover Technologies Group;\N;58;1929;Clover Technologies Group > CompuSci;CompuSci;Closed Lost
CME Associates;\N;80;3457;CME Associates > CompuSci;CompuSci;Closed Won
CMS Forex;\N;46;3460;CMS Forex > CompuSci;CompuSci;Closed Won
COCC;\N;107;3466;COCC > CompuSci;CompuSci;Closed Won
CodeRyte;\N;72;3468;CodeRyte > CompuSci;CompuSci;Closed Won
CodeRyte;\N;74;3469;CodeRyte > PhoenixSoft;PhoenixSoft;Closed Won
CoffeeForLess.com;\N;AMC Entertainment;1935;CoffeeForLess.com > CompuSci;CompuSci;Closed Lost
CognitiveData;\N;41;3470;CognitiveData > CompuSci;CompuSci;Closed Won
Cohen & Company;\N;106;3471;Cohen & Company > CompuSci;CompuSci;Closed Won
Cohn Marketing;\N;59;1938;Cohn Marketing > CompuSci;CompuSci;Closed Lost
Comfort Keepers;\N;79;1944;Comfort Keepers > CompuSci;CompuSci;Closed Lost
Communication Company of South Bend;\N;71;1951;Communication Company of South Bend > CompuSci;CompuSci;Closed Lost
Community Impact Newspaper;\N;112;1953;Community Impact Newspaper > CompuSci;CompuSci;Closed Lost
Community Impact Newspaper;\N;74;1954;Community Impact Newspaper > WonderKid;WonderKid;Closed Lost
Community Ties of America;\N;58;3490;Community Ties of America > Grammar Plus;Grammar Plus;Closed Won
Community Ties of America;\N;59;1955;Community Ties of America > CompuSci;CompuSci;Closed Lost
Community Waste Disposal;\N;70;3491;Community Waste Disposal > CompuSci;CompuSci;Closed Won
Comm-Works;\N;44;3492;Comm-Works > CompuSci;CompuSci;Closed Won
Complete Book & Media Supply;\N;67;3498;Complete Book & Media Supply > CompuSci;CompuSci;Closed Won
Complete Pharmacy Resources;13;40;271;Complete Pharmacy Resources > CompuSci;CompuSci;Negotiation
Complete Pharmacy Resources;34;74;272;Complete Pharmacy Resources > CompuSci;CompuSci;Risk Assessment
Complete Pharmacy Resources;35;47;273;Complete Pharmacy Resources > CompuSci;CompuSci;Short List
Complete Transportation;\N;81;3503;Complete Transportation > CompuSci;CompuSci;Closed Won
Complete Transportation;\N;82;3504;Complete Transportation > Grammar Plus;Grammar Plus;Closed Won
Compliance Implementation Services;11;91;275;Compliance Implementation Services > CompuSci;CompuSci;Negotiation
Compliance Implementation Services;19;22;274;Compliance Implementation Services > CompuSci;CompuSci;Discovery
Compliance Implementation Services;\N;86;3506;Compliance Implementation Services > PhoenixSoft;PhoenixSoft;Closed Won
CompSource;\N;33;3510;CompSource > CompuSci;CompuSci;Closed Won
CompuTech Systems;\N;39;3512;CompuTech Systems > CompuSci;CompuSci;Closed Won
Computer Aided Technology;\N;99;1959;Computer Aided Technology > CompuSci;CompuSci;Closed Lost
Computing System Innovations;\N;108;3515;Computing System Innovations > CompuSci;CompuSci;Closed Won
ConceptSolutions;\N;88;3516;ConceptSolutions > CompuSci;CompuSci;Closed Won
Concord Engineering Group;\N;36;3518;Concord Engineering Group > CompuSci;CompuSci;Closed Won
ConnectWise;\N;64;3522;ConnectWise > CompuSci;CompuSci;Closed Won
Connextions;\N;98;3523;Connextions > CompuSci;CompuSci;Closed Won
Connolly;\N;85;3524;Connolly > CompuSci;CompuSci;Closed Won
Conservice;\N;92;1967;Conservice > CompuSci;CompuSci;Closed Lost
Consolidated Container;\N;42;3527;Consolidated Container > CompuSci;CompuSci;Closed Won
Consolidated Office Systems;\N;72;3528;Consolidated Office Systems > CompuSci;CompuSci;Closed Won
Consolidated Waste Management;\N;63;1968;Consolidated Waste Management > CompuSci;CompuSci;Closed Lost
Consolidated Waste Management;\N;71;3529;Consolidated Waste Management > WonderKid;WonderKid;Closed Won
Consona;\N;64;1969;Consona > CompuSci;CompuSci;Closed Lost
Constellation Software Engineering;\N;114;1970;Constellation Software Engineering > CompuSci;CompuSci;Closed Lost
Construction Coordinators;\N;104;3530;Construction Coordinators > CompuSci;CompuSci;Closed Won
Consumer Cellular;11;20;6452;Consumer Cellular > CompuSci;CompuSci;Discovery
Consumer Cellular;7;\N;6525;Consumer Cellular > CompuSci;CompuSci;Interest
Consumer Cellular;\N;92;1972;Consumer Cellular > CompuSci;CompuSci;Closed Lost
Contingent Network Services;10;41;276;Contingent Network Services > CompuSci;CompuSci;Negotiation
Contingent Network Services;4;16;277;Contingent Network Services > CompuSci;CompuSci;Short List
Continuant;\N;110;1974;Continuant > CompuSci;CompuSci;Closed Lost
Convergence Consulting Group;\N;114;1976;Convergence Consulting Group > CompuSci;CompuSci;Closed Lost
Convergence Marketing;\N;47;3538;Convergence Marketing > CompuSci;CompuSci;Closed Won
CoreSys Consulting Services;15;19;282;CoreSys Consulting Services > Grammar Plus;Grammar Plus;Discovery
CoreSys Consulting Services;28;93;283;CoreSys Consulting Services > Grammar Plus;Grammar Plus;Negotiation
CoreSys Consulting Services;\N;76;1982;CoreSys Consulting Services > CompuSci;CompuSci;Closed Lost
Corgan Associates;\N;103;1983;Corgan Associates > CompuSci;CompuSci;Closed Lost
Cornerstone Appraisal Services;\N;67;3543;Cornerstone Appraisal Services > CompuSci;CompuSci;Closed Won
Cornerstone Detention Products;\N;83;3544;Cornerstone Detention Products > CompuSci;CompuSci;Closed Won
Cornerstone Information Technologies;\N;77;3545;Cornerstone Information Technologies > CompuSci;CompuSci;Closed Won
Cornerstone OnDemand;\N;41;3547;Cornerstone OnDemand > PhoenixSoft;PhoenixSoft;Closed Won
Cornerstone OnDemand;\N;76;3546;Cornerstone OnDemand > CompuSci;CompuSci;Closed Won
CornerStone Staffing Solutions;19;\N;285;CornerStone Staffing Solutions > CompuSci;CompuSci;Interest
CornerStone Staffing Solutions;27;15;284;CornerStone Staffing Solutions > CompuSci;CompuSci;Discovery
Corporate Brokers;\N;122;1986;Corporate Brokers > CompuSci;CompuSci;Closed Lost
Corporate Brokers;\N;69;3550;Corporate Brokers > WonderKid;WonderKid;Closed Won
Corporate IT Solutions;\N;76;3552;Corporate IT Solutions > CompuSci;CompuSci;Closed Won
Corporate Network Services;\N;81;3553;Corporate Network Services > CompuSci;CompuSci;Closed Won
Corporate Results;\N;90;3555;Corporate Results > CompuSci;CompuSci;Closed Won
CotterWeb Enterprises;5;35;291;CotterWeb Enterprises > PhoenixSoft;PhoenixSoft;Short List
CotterWeb Enterprises;\N;40;3561;CotterWeb Enterprises > CompuSci;CompuSci;Closed Won
Covington & Burling;\N;105;1994;Covington & Burling > CompuSci;CompuSci;Closed Lost
Cozen O'Connor;18;\N;296;Cozen O'Connor > CompuSci;CompuSci;Interest
CPI Solutions;\N;104;3567;CPI Solutions > CompuSci;CompuSci;Closed Won
CPX Interactive;10;55;6731;CPX Interactive > CompuSci;CompuSci;Risk Assessment
CPX Interactive;4;19;6797;CPX Interactive > CompuSci;CompuSci;Short List
CPX Interactive;\N;47;3570;CPX Interactive > WonderKid;WonderKid;Closed Won
CPX Interactive;\N;99;1999;CPX Interactive > CompuSci;CompuSci;Closed Lost
CR Software;15;27;6798;CR Software > CompuSci;CompuSci;Short List
CR Software;\N;43;3571;CR Software > CompuSci;CompuSci;Closed Won
CrankyApe.com;17;22;300;CrankyApe.com > CompuSci;CompuSci;Discovery
CrankyApe.com;\N;82;2000;CrankyApe.com > Grammar Plus;Grammar Plus;Closed Lost
Criterion Systems;\N;64;3578;Criterion Systems > CompuSci;CompuSci;Closed Won
Crowley Marine;\N;97;3586;Crowley Marine > CompuSci;CompuSci;Closed Won
CS Technology;29;146;301;CS Technology > CompuSci;CompuSci;Negotiation
CSI Electrical Contractors;12;13;6457;CSI Electrical Contractors > CompuSci;CompuSci;Discovery
CSI Electrical Contractors;6;\N;6530;CSI Electrical Contractors > CompuSci;CompuSci;Interest
CSI Electrical Contractors;\N;102;3590;CSI Electrical Contractors > CompuSci;CompuSci;Closed Won
cSubs;\N;53;3591;cSubs > CompuSci;CompuSci;Closed Won
CTI Resource Management Services;\N;99;3594;CTI Resource Management Services > CompuSci;CompuSci;Closed Won
Cufflinks.com;\N;87;3598;Cufflinks.com > CompuSci;CompuSci;Closed Won
Cuisine Unlimited Catering & Special Events;\N;74;2009;Cuisine Unlimited Catering & Special Events > CompuSci;CompuSci;Closed Lost
Culbert Healthcare Solutions;\N;51;2011;Culbert Healthcare Solutions > PhoenixSoft;PhoenixSoft;Closed Lost
Culbert Healthcare Solutions;\N;93;2010;Culbert Healthcare Solutions > CompuSci;CompuSci;Closed Lost
Culmen International;\N;59;2012;Culmen International > CompuSci;CompuSci;Closed Lost
Culpepper & Associates Security Services;\N;71;3599;Culpepper & Associates Security Services > CompuSci;CompuSci;Closed Won
Customer Value Partners;9;115;303;Customer Value Partners > PhoenixSoft;PhoenixSoft;Negotiation
Customer Value Partners;\N;79;3602;Customer Value Partners > CompuSci;CompuSci;Closed Won
Customized Energy Solutions;\N;32;3604;Customized Energy Solutions > CompuSci;CompuSci;Closed Won
Cyber Switching;\N;66;3607;Cyber Switching > CompuSci;CompuSci;Closed Won
CyberData Technologies;\N;104;3608;CyberData Technologies > PhoenixSoft;PhoenixSoft;Closed Won
CyberData Technologies;\N;84;2018;CyberData Technologies > CompuSci;CompuSci;Closed Lost
Cyrus Innovation;\N;87;3610;Cyrus Innovation > CompuSci;CompuSci;Closed Won
D. Honore;\N;59;3612;D. Honore > CompuSci;CompuSci;Closed Won
Dancing Deer Baking Company;13;16;306;Dancing Deer Baking Company > CompuSci;CompuSci;Short List
Dancing Deer Baking Company;33;67;305;Dancing Deer Baking Company > CompuSci;CompuSci;Conviction
Dan's Cement;\N;33;3615;Dan's Cement > PhoenixSoft;PhoenixSoft;Closed Won
Dan's Cement;\N;71;2022;Dan's Cement > CompuSci;CompuSci;Closed Lost
Data Innovations;32;18;307;Data Innovations > CompuSci;CompuSci;Discovery
DataArt;15;90;309;DataArt > CompuSci;CompuSci;Risk Assessment
DataArt;2;16;310;DataArt > CompuSci;CompuSci;Short List
DataArt;23;18;308;DataArt > CompuSci;CompuSci;Discovery
DataPipe;\N;70;2030;DataPipe > CompuSci;CompuSci;Closed Lost
DataServ;\N;108;3619;DataServ > CompuSci;CompuSci;Closed Won
David Hale Associates;\N;60;2034;David Hale Associates > CompuSci;CompuSci;Closed Lost
David Hale Associates;\N;73;2035;David Hale Associates > PhoenixSoft;PhoenixSoft;Closed Lost
Davis Polk & Wardwell;14;24;6802;Davis Polk & Wardwell > CompuSci;CompuSci;Short List
Davis Polk & Wardwell;15;48;6603;Davis Polk & Wardwell > CompuSci;CompuSci;Negotiation
Davis Polk & Wardwell;25;36;6734;Davis Polk & Wardwell > CompuSci;CompuSci;Risk Assessment
Davis Polk & Wardwell;\N;109;3622;Davis Polk & Wardwell > CompuSci;CompuSci;Closed Won
